"delivery_date","hour_ending","qse_name","settlement_point_source","settlement_point_sink","mw","price","offer_id","multi_hour_block_indicator","crr_id","p_posted_date"
"10/02/2024","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","11.0","0.0","143641292_1","N","143641292","2024-12-01"
"10/02/2024","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","15.1","0.0","177883083_1","N","177883083","2024-12-01"
"10/02/2024","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","15.7","0.0","177883112_1","N","177883112","2024-12-01"
"10/02/2024","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.1","20.0","151728519_2","N","151728519","2024-12-01"
"10/02/2024","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.1","20.0","151728532_2","N","151728532","2024-12-01"
"10/02/2024","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.9","0.0","151728519_1","N","151728519","2024-12-01"
"10/02/2024","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.9","0.0","151728532_1","N","151728532","2024-12-01"
"10/02/2024","1","QCPSE1","CALAVER_JKS1","LZ_CPS","24.7","20.0","119867035_2","N","119867035","2024-12-01"
"10/02/2024","1","QCPSE1","CALAVER_JKS1","LZ_CPS","469.1","0.0","119867035_1","N","119867035","2024-12-01"
"10/02/2024","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","2.0","20.0","119867032_2","N","119867032","2024-12-01"
"10/02/2024","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","3.0","20.0","119867034_2","N","119867034","2024-12-01"
"10/02/2024","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","38.0","0.0","119867032_1","N","119867032","2024-12-01"
"10/02/2024","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","57.0","0.0","119867034_1","N","119867034","2024-12-01"
"10/02/2024","1","QCPSE1","BRA_AVR1_CT2","LZ_CPS","0.8","20.0","119867033_2","N","119867033","2024-12-01"
"10/02/2024","1","QCPSE1","BRA_AVR1_CT2","LZ_CPS","15.2","0.0","119867033_1","N","119867033","2024-12-01"
"10/02/2024","1","QGAR10","HB_NORTH","LZ_NORTH","66.0","500.0","052","N","160028819","2024-12-01"
"10/02/2024","1","QGAR4","SLTFRK_UN1_2","HB_SOUTH","7.0","500.0","073","N","160017013","2024-12-01"
