"delivery_date","hour_ending","settlement_point","qse_name","energy_only_offer_award_in_mw","settlement_point_price","offer_id","p_posted_date"
"2024-10-02","10","DUKE_GST1CCU","QAUROR","8.4","17.89","55dd3af0-c73","2024-12-01"
"2024-10-02","10","DUKE_GST1CCU","QMAGE","0.0","17.89","1018985","2024-12-01"
"2024-10-02","10","DUKE_GST1CCU","QMAGE","0.0","17.89","1018986","2024-12-01"
"2024-10-02","10","DUKE_GST1CCU","QMAGE","0.0","17.89","1018987","2024-12-01"
"2024-10-02","10","EBELLS_UNIT1","QMAGE","1.0","15.27","1019086","2024-12-01"
"2024-10-02","10","ECLIPSE_UN1","QCORIO","0.0","10.72","122842","2024-12-01"
"2024-10-02","10","ECLIPSE_UN1","QMAGE","0.0","10.72","1018807","2024-12-01"
"2024-10-02","10","ECLIPSE_UN1","QQDTT","0.0","10.72","0701-YG-P_OP","2024-12-01"
"2024-10-02","10","EIFSLR_UNIT1","QAUROR","8.4","12.78","55dd3af0-c73","2024-12-01"
"2024-10-02","10","ELSAUZ_ALL","QQDTT","1.0","17.43","0710-YG-P_OP","2024-12-01"
"2024-10-02","10","EL_RAYO_ALL","QALGON","3.9","17.37","241002LIER2","2024-12-01"
"2024-10-02","10","EL_RAYO_ALL","QALGON","8.4","17.37","241002LIER1","2024-12-01"
"2024-10-02","10","EL_RAYO_ALL","QALGON","12.3","17.37","241002LIER3","2024-12-01"
"2024-10-02","10","EL_RAYO_ALL","QQDTT","1.0","17.37","0722-YG-P_OP","2024-12-01"
"2024-10-02","10","ENDPARK_ESS1","QQDTT","1.0","15.19","0725-YG-P_OP","2024-12-01"
"2024-10-02","10","ERSL_RN","QAUROR","8.4","-2.12","55dd3af0-c73","2024-12-01"
"2024-10-02","10","ERSL_RN","QCORIO","0.0","-2.12","122843","2024-12-01"
"2024-10-02","10","ERSL_RN","QCWPE2","3.0","-2.12","cIuz4E60","2024-12-01"
"2024-10-02","10","ERSL_RN","QMAGE","0.0","-2.12","1019059","2024-12-01"
"2024-10-02","10","ERSL_RN","QMAGE","0.0","-2.12","1019060","2024-12-01"
"2024-10-02","10","ERSL_RN","QPEBSE","0.0","-2.12","NTL05","2024-12-01"
"2024-10-02","10","ERSL_RN","QPEBSE","0.0","-2.12","NTL06","2024-12-01"
"2024-10-02","10","ERSL_RN","QPEBSE","0.0","-2.12","NTL07","2024-12-01"
"2024-10-02","10","ERSL_RN","QPEBSE","0.0","-2.12","NTL09","2024-12-01"
"2024-10-02","10","ERSL_RN","QPEBSE","0.0","-2.12","NTL10","2024-12-01"
"2024-10-02","10","ERSL_RN","QPEBSE","0.0","-2.12","NTL11","2024-12-01"
"2024-10-02","10","ERSL_RN","QTENSK","0.0","-2.12","ElrSlrDAEO","2024-12-01"
"2024-10-02","10","EUNICE_ALL","QORSTE","38.0","17.39","222892978","2024-12-01"
"2024-10-02","10","EUNICE_ALL","QORSTE","50.0","17.39","222892971","2024-12-01"
"2024-10-02","10","EUNICE_ALL","QQDTT","1.0","17.39","0747-YG-P_OP","2024-12-01"
"2024-10-02","10","E_BLACK_RN","QMEREL","0.0","15.05","222891071","2024-12-01"
"2024-10-02","10","E_BLACK_RN","QQDTT","1.0","15.05","0764-YG-P_OP","2024-12-01"
"2024-10-02","10","FERMI_ALL","QCWPE2","3.0","12.68","rzRhISw2","2024-12-01"
"2024-10-02","10","FERMI_ALL","QQDTT","0.0","12.68","0790-YG-P_OP","2024-12-01"
"2024-10-02","10","FIVEWSLR_ALL","QSUE54","0.0","15.2","FWSLR45567","2024-12-01"
"2024-10-02","10","FLTBES1","QQDTT","1.0","17.32","0807-YG-P_OP","2024-12-01"
"2024-10-02","10","FLTCK_SSI","QCWPE2","0.0","15.18","WoobG6qD","2024-12-01"
"2024-10-02","10","FLVABES1_ESR","QQDTT","1.0","17.32","0829-YG-P_OP","2024-12-01"
"2024-10-02","10","FORMOSA_PUN2","QTHORD","2.0","15.48","11","2024-12-01"
"2024-10-02","10","FOXTROT_ALL","QORSTE","5.0","15.88","222892977","2024-12-01"
"2024-10-02","10","FOXTROT_ALL","QORSTE","6.0","15.88","222892970","2024-12-01"
"2024-10-02","10","FOXTROT_ALL","QQDTT","1.0","15.88","0837-YG-P_OP","2024-12-01"
"2024-10-02","10","FRYE_SLR_ALL","QAURO1","0.4","-0.49","a305e3be-c38","2024-12-01"
"2024-10-02","10","FWLR_SLR_1","QQDTT","1.0","17.11","0852-YG-P_OP","2024-12-01"
"2024-10-02","10","GALO_RN1","QQDTT","1.0","15.95","0859-YG-P_OP","2024-12-01"
"2024-10-02","10","GALO_RN1","QTENSK","16.6","15.95","GalSlr2DAEO","2024-12-01"
"2024-10-02","10","GID_GIDEONG1","QQDTT","1.0","14.98","0874-YG-P_OP","2024-12-01"
"2024-10-02","10","GID_GIDEONG3","QQDTT","1.0","14.98","0878-YG-P_OP","2024-12-01"
"2024-10-02","10","GOLINDA_UN1","QQDTT","1.0","15.21","0888-YG-P_OP","2024-12-01"
"2024-10-02","10","GOMZ_RN","QQDTT","1.0","17.23","0893-YG-P_OP","2024-12-01"
"2024-10-02","10","GOODNIT1_ALL","QAURO1","0.4","0.1","a305e3be-c38","2024-12-01"
"2024-10-02","10","GOODNIT1_ALL","QDARBY","0.0","0.1","T0027","2024-12-01"
"2024-10-02","10","GOODNIT1_ALL","QTENSK","80.3","0.1","Gn1WdDAEO","2024-12-01"
"2024-10-02","10","GRANDVW1_A_B","QAURO1","0.4","0.04","a305e3be-c38","2024-12-01"
"2024-10-02","10","GRANDVW1_A_B","QCORIO","0.0","0.04","122815","2024-12-01"
"2024-10-02","10","GRANDVW1_A_B","QDARBY","0.0","0.04","T0029","2024-12-01"
"2024-10-02","10","GRANDVW1_A_B","QGRIEQ","14.9","0.04","8jxplt","2024-12-01"
"2024-10-02","10","GREASWOD_ALL","QQDTT","1.0","17.26","0901-YG-P_OP","2024-12-01"
"2024-10-02","10","GRSES_UNIT1","QCOMIT","1.0","14.65","222855086","2024-12-01"
"2024-10-02","10","GUNMTN_NODE","QTRREN","0.0","18.29","222853125","2024-12-01"
"2024-10-02","10","GUNMTN_NODE","QTRREN","0.0","18.29","222853126","2024-12-01"
"2024-10-02","10","GUNMTN_NODE","QTRREN","0.0","18.29","222853127","2024-12-01"
"2024-10-02","10","GUNMTN_NODE","QTRREN","0.0","18.29","222853128","2024-12-01"
"2024-10-02","10","GWEC_G1","QCWPE2","0.0","15.23","2qDCojLS","2024-12-01"
"2024-10-02","10","GWEC_G1","QTRREN","0.0","15.23","222853129","2024-12-01"
"2024-10-02","10","GWEC_G1","QTRREN","0.0","15.23","222853130","2024-12-01"
"2024-10-02","10","GWEC_G1","QTRREN","0.0","15.23","222853131","2024-12-01"
"2024-10-02","10","GWEC_G1","QTRREN","0.0","15.23","222853132","2024-12-01"
"2024-10-02","10","HALO_RN1","QMAGE","0.0","15.22","1019036","2024-12-01"
"2024-10-02","10","HALO_RN1","QMAGE","0.0","15.22","1019037","2024-12-01"
"2024-10-02","10","HALO_RN1","QMAGE","0.0","15.22","1019038","2024-12-01"
"2024-10-02","10","HALO_RN1","QTENSK","178.1","15.22","HALO_RN1","2024-12-01"
"2024-10-02","10","HB_BUSAVG","QMEA","50.0","15.22","GT10","2024-12-01"
"2024-10-02","10","HB_BUSAVG","QQDTT","4.0","15.22","0930-YG-P_OP","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QALTRE","15.0","15.65","uploader","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QATPWR","500.0","15.65","HPeak","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QBARTO","70.8","15.65","20241002","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QCALP3","28.0","15.65","000024","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QCITAD","0.0","15.65","105423","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QECNR","7.0","15.65","1238","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QENEF","4.0","15.65","qenef","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QFPL22","4.0","15.65","MD1","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QFRONT","14.0","15.65","HBHOFFER","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QHANW1","2.5","15.65","OHHB45567","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QJUSL1","251.0","15.65","O102HSQ1","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QLUMN","5.0","15.65","77500218","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QMACQ","10.0","15.65","RF28","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QMERRL","2.0","15.65","N8","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QMIDAE","63.0","15.65","20241002HOUS","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QMITXQ","7.7","15.65","100224HBHEO","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QRHEI","1.9","15.65","20241002S015","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QSPARK","15.0","15.65","IW-93139c628","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QSUMR","21.0","15.65","100224HBHEO","2024-12-01"
"2024-10-02","10","HB_HOUSTON","QTOTL8","100.0","15.65","DART-HH-Sell","2024-12-01"
"2024-10-02","10","HB_HUBAVG","QGESTE","2.0","15.42","Ges_OP_O","2024-12-01"
"2024-10-02","10","HB_HUBAVG","QMAGE","0.0","15.42","1018933","2024-12-01"
"2024-10-02","10","HB_HUBAVG","QMAGE","0.0","15.42","1018934","2024-12-01"
"2024-10-02","10","HB_HUBAVG","QMAGE","0.0","15.42","1018935","2024-12-01"
"2024-10-02","10","HB_HUBAVG","QMAGE","0.0","15.42","1018936","2024-12-01"
"2024-10-02","10","HB_HUBAVG","QMEA","50.0","15.42","GT34","2024-12-01"
"2024-10-02","10","HB_HUBAVG","QQDTT","8.0","15.42","0938-YG-P_OP","2024-12-01"
"2024-10-02","10","HB_NORTH","QBPEC","0.0","14.86","CRM8","2024-12-01"
"2024-10-02","10","HB_NORTH","QBPEC","0.0","14.86","JWJ1","2024-12-01"
"2024-10-02","10","HB_NORTH","QBPEC","100.0","14.86","SSP50","2024-12-01"
"2024-10-02","10","HB_NORTH","QCALP","0.0","14.86","000045","2024-12-01"
"2024-10-02","10","HB_NORTH","QCALP","0.0","14.86","000046","2024-12-01"
"2024-10-02","10","HB_NORTH","QCALP3","139.0","14.86","000025","2024-12-01"
"2024-10-02","10","HB_NORTH","QCITAD","0.0","14.86","105430","2024-12-01"
"2024-10-02","10","HB_NORTH","QCOOKE","6.9","14.86","EOO2","2024-12-01"
"2024-10-02","10","HB_NORTH","QCWPE2","11.4","14.86","IcKzWTLn","2024-12-01"
"2024-10-02","10","HB_NORTH","QDCEC","122.5","14.86","EOO2","2024-12-01"
"2024-10-02","10","HB_NORTH","QDVTRA","0.0","14.86","222873972","2024-12-01"
"2024-10-02","10","HB_NORTH","QECNR","1.0","14.86","1238","2024-12-01"
"2024-10-02","10","HB_NORTH","QEDES","2.0","14.86","ESMU50-52","2024-12-01"
"2024-10-02","10","HB_NORTH","QETEC","4.3","14.86","AMPS","2024-12-01"
"2024-10-02","10","HB_NORTH","QFREEP","0.0","14.86","10","2024-12-01"
"2024-10-02","10","HB_NORTH","QFREEP","0.0","14.86","110","2024-12-01"
"2024-10-02","10","HB_NORTH","QFRONT","7.0","14.86","HBNOFFER","2024-12-01"
"2024-10-02","10","HB_NORTH","QGAR1","6.0","14.86","004","2024-12-01"
"2024-10-02","10","HB_NORTH","QGAR1","11.0","14.86","003","2024-12-01"
"2024-10-02","10","HB_NORTH","QGAR6","125.0","14.86","001","2024-12-01"
"2024-10-02","10","HB_NORTH","QGAR8","5.0","14.86","005","2024-12-01"
"2024-10-02","10","HB_NORTH","QGAR8","26.0","14.86","001","2024-12-01"
"2024-10-02","10","HB_NORTH","QGAR9","2.0","14.86","001","2024-12-01"
"2024-10-02","10","HB_NORTH","QGEUS","40.0","14.86","003","2024-12-01"
"2024-10-02","10","HB_NORTH","QHANW1","20.5","14.86","ONHB45567","2024-12-01"
"2024-10-02","10","HB_NORTH","QJPENE","0.0","14.86","NHB_100224","2024-12-01"
"2024-10-02","10","HB_NORTH","QJUSL1","586.0","14.86","O102NSQ1","2024-12-01"
"2024-10-02","10","HB_NORTH","QLANPR","0.0","14.86","Y9XGf","2024-12-01"
"2024-10-02","10","HB_NORTH","QLCRA","112.1","14.86","JUNO1","2024-12-01"
"2024-10-02","10","HB_NORTH","QLCRA","211.0","14.86","N1","2024-12-01"
"2024-10-02","10","HB_NORTH","QLUMN","200.0","14.86","STM2","2024-12-01"
"2024-10-02","10","HB_NORTH","QLUMN","200.0","14.86","STM3","2024-12-01"
"2024-10-02","10","HB_NORTH","QLUMN","220.0","14.86","STM1","2024-12-01"
"2024-10-02","10","HB_NORTH","QLUMN","1592.0","14.86","1147014126","2024-12-01"
"2024-10-02","10","HB_NORTH","QMACE2","55.0","14.86","d02","2024-12-01"
"2024-10-02","10","HB_NORTH","QMACQ","2.0","14.86","RF28","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGE","0.0","14.86","1018949","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGE","0.0","14.86","1018950","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGE","0.0","14.86","1018951","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGE","1.0","14.86","1018947","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGE","1.0","14.86","1018948","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGE1","15.0","14.86","378740965","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGNO","0.0","14.86","ice","2024-12-01"
"2024-10-02","10","HB_NORTH","QMAGNO","50.0","14.86","1stsell","2024-12-01"
"2024-10-02","10","HB_NORTH","QMEA","0.0","14.86","WH1","2024-12-01"
"2024-10-02","10","HB_NORTH","QMERRL","2.0","14.86","N9","2024-12-01"
"2024-10-02","10","HB_NORTH","QMERRL","20.5","14.86","JC5","2024-12-01"
"2024-10-02","10","HB_NORTH","QMERRL","50.0","14.86","HO1L","2024-12-01"
"2024-10-02","10","HB_NORTH","QMIDAE","44.3","14.86","20241002NORT","2024-12-01"
"2024-10-02","10","HB_NORTH","QMITSU","0.0","14.86","dh_o_virt","2024-12-01"
"2024-10-02","10","HB_NORTH","QMITSU","94.0","14.86","bb_o_juno_1","2024-12-01"
"2024-10-02","10","HB_NORTH","QMITX1","8.0","14.86","100224HBNEO","2024-12-01"
"2024-10-02","10","HB_NORTH","QMITXQ","48.2","14.86","100224HBNEO","2024-12-01"
"2024-10-02","10","HB_NORTH","QMORG","826.5","14.86","776407681791","2024-12-01"
"2024-10-02","10","HB_NORTH","QNORT","61.1","14.86","222872781","2024-12-01"
"2024-10-02","10","HB_NORTH","QORSTE","0.0","14.86","222892955","2024-12-01"
"2024-10-02","10","HB_NORTH","QORSTE","0.0","14.86","222892956","2024-12-01"
"2024-10-02","10","HB_NORTH","QORSTE","0.0","14.86","222892963","2024-12-01"
"2024-10-02","10","HB_NORTH","QORSTE","0.0","14.86","222892964","2024-12-01"
"2024-10-02","10","HB_NORTH","QPNTQ1","0.0","14.86","n-5","2024-12-01"
"2024-10-02","10","HB_NORTH","QPNTQ1","0.0","14.86","n-6","2024-12-01"
"2024-10-02","10","HB_NORTH","QQUEXT","8.0","14.86","neo1002","2024-12-01"
"2024-10-02","10","HB_NORTH","QREDOA","10.0","14.86","aling","2024-12-01"
"2024-10-02","10","HB_NORTH","QREDOA","35.0","14.86","66666","2024-12-01"
"2024-10-02","10","HB_NORTH","QRHYTH","2.0","14.86","Offer2","2024-12-01"
"2024-10-02","10","HB_NORTH","QRSQUA","236.0","14.86","210372029325","2024-12-01"
"2024-10-02","10","HB_NORTH","QSHELL","0.0","14.86","JJ2","2024-12-01"
"2024-10-02","10","HB_NORTH","QSHELL","100.0","14.86","JK1","2024-12-01"
"2024-10-02","10","HB_NORTH","QSHELL","100.0","14.86","RT1","2024-12-01"
"2024-10-02","10","HB_NORTH","QSPANS","4.0","14.86","1539280","2024-12-01"
"2024-10-02","10","HB_NORTH","QSPARK","5.0","14.86","IW-07404f959","2024-12-01"
"2024-10-02","10","HB_NORTH","QSUEZ1","62.0","14.86","100574","2024-12-01"
"2024-10-02","10","HB_NORTH","QSUEZ6","9.0","14.86","4000","2024-12-01"
"2024-10-02","10","HB_NORTH","QSUMR","12.0","14.86","100224HBNEO","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855896","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855897","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855899","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855900","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855901","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855902","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855903","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855904","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855905","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855906","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855907","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855908","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855909","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","0.0","14.86","222855910","2024-12-01"
"2024-10-02","10","HB_NORTH","QTRREN","26.7","14.86","222855898","2024-12-01"
"2024-10-02","10","HB_NORTH","QWEST2","0.0","14.86","222891619","2024-12-01"
"2024-10-02","10","HB_PAN","QAURO1","0.4","0.99","a305e3be-c38","2024-12-01"
"2024-10-02","10","HB_PAN","QGRIEQ","18.3","0.99","dquytv","2024-12-01"
"2024-10-02","10","HB_PAN","QHALIA","9.9","0.99","021024bQR_a","2024-12-01"
"2024-10-02","10","HB_PAN","QLANPR","0.0","0.99","2lli9wwf06Ct","2024-12-01"
"2024-10-02","10","HB_PAN","QNABLA","1.5","0.99","t311847","2024-12-01"
"2024-10-02","10","HB_PAN","QRSQUA","126.0","0.99","210372029325","2024-12-01"
"2024-10-02","10","HB_SOUTH","QALTRE","9.0","15.48","uploader","2024-12-01"
"2024-10-02","10","HB_SOUTH","QCALP3","8.0","15.48","000026","2024-12-01"
"2024-10-02","10","HB_SOUTH","QCPSE5","20.0","15.48","19728","2024-12-01"
"2024-10-02","10","HB_SOUTH","QCPSE6","36.0","15.48","24147","2024-12-01"
"2024-10-02","10","HB_SOUTH","QECNR","15.0","15.48","1238","2024-12-01"
"2024-10-02","10","HB_SOUTH","QFPL38","5.5","15.48","southoffer","2024-12-01"
"2024-10-02","10","HB_SOUTH","QFRONT","22.0","15.48","HBSOFFER","2024-12-01"
"2024-10-02","10","HB_SOUTH","QGAR18","40.0","15.48","001","2024-12-01"
"2024-10-02","10","HB_SOUTH","QGAR4","22.0","15.48","001","2024-12-01"
"2024-10-02","10","HB_SOUTH","QGEXA","25.0","15.48","100224SOFF","2024-12-01"
"2024-10-02","10","HB_SOUTH","QHANW1","4.7","15.48","OSHB45567","2024-12-01"
"2024-10-02","10","HB_SOUTH","QJUSL1","65.0","15.48","O102SSQ1","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMACE1","4.0","15.48","dlb44","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMACE2","55.0","15.48","d02","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMACQ","91.0","15.48","RF28","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMAGE","0.0","15.48","1018963","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMAGE","0.0","15.48","1018964","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMAGE","0.0","15.48","1018965","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMAGE","1.0","15.48","1018961","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMAGE","1.0","15.48","1018962","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMAGE1","0.0","15.48","378740976","2024-12-01"
"2024-10-02","10","HB_SOUTH","QMIDAE","27.0","15.48","20241002SOUT","2024-12-01"
"2024-10-02","10","HB_SOUTH","QNEWBR","170.5","15.48","005","2024-12-01"
"2024-10-02","10","HB_SOUTH","QSHEL9","44.0","15.48","GV1","2024-12-01"
"2024-10-02","10","HB_SOUTH","QSPANS","4.0","15.48","1539281","2024-12-01"
"2024-10-02","10","HB_SOUTH","QSPARK","5.0","15.48","IW-1a853f45c","2024-12-01"
"2024-10-02","10","HB_SOUTH","QSUMR","2.0","15.48","100224HBSEO","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855933","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855934","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855935","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855936","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855937","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855938","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855939","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855940","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855941","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855942","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855943","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855944","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855945","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855946","2024-12-01"
"2024-10-02","10","HB_SOUTH","QTRREN","0.0","15.48","222855947","2024-12-01"
"2024-10-02","10","HB_WEST","QCWPE2","12.2","15.68","xf18Sr5l","2024-12-01"
"2024-10-02","10","HB_WEST","QECNR","63.0","15.68","1238","2024-12-01"
"2024-10-02","10","HB_WEST","QFPL38","1.0","15.68","westoffer","2024-12-01"
"2024-10-02","10","HB_WEST","QFRONT","1.0","15.68","HBWOFFER","2024-12-01"
"2024-10-02","10","HB_WEST","QGEXA","8.0","15.68","100224WOFF","2024-12-01"
"2024-10-02","10","HB_WEST","QJUSL1","25.0","15.68","O102WSQ1","2024-12-01"
"2024-10-02","10","HB_WEST","QMACQ","9.0","15.68","RF28","2024-12-01"
"2024-10-02","10","HB_WEST","QMAGE","0.0","15.68","1018977","2024-12-01"
"2024-10-02","10","HB_WEST","QMAGE","0.0","15.68","1018978","2024-12-01"
"2024-10-02","10","HB_WEST","QMAGE","0.0","15.68","1018979","2024-12-01"
"2024-10-02","10","HB_WEST","QMAGE","1.0","15.68","1018975","2024-12-01"
"2024-10-02","10","HB_WEST","QMAGE","1.0","15.68","1018976","2024-12-01"
"2024-10-02","10","HB_WEST","QMIDAE","16.0","15.68","20241002WEST","2024-12-01"
"2024-10-02","10","HB_WEST","QMITX6","17.4","15.68","100224HBWEO","2024-12-01"
"2024-10-02","10","HB_WEST","QMITXQ","1.0","15.68","100224HBWEO","2024-12-01"
"2024-10-02","10","HB_WEST","QRSQUA","126.0","15.68","210372029325","2024-12-01"
"2024-10-02","10","HB_WEST","QSPANS","4.0","15.68","1539282","2024-12-01"
"2024-10-02","10","HB_WEST","QSUMR","4.0","15.68","100224HBWEO","2024-12-01"
"2024-10-02","10","HB_WEST","QTRREN","0.0","15.68","222855948","2024-12-01"
"2024-10-02","10","HB_WEST","QTRREN","0.0","15.68","222855949","2024-12-01"
"2024-10-02","10","HB_WEST","QTRREN","0.0","15.68","222855950","2024-12-01"
"2024-10-02","10","HELIOS_RN","QAUROR","6.2","10.99","55dd3af0-c73","2024-12-01"
"2024-10-02","10","HELIOS_RN","QCORIO","0.0","10.99","122845","2024-12-01"
"2024-10-02","10","HELIOS_RN","QMAGE","0.0","10.99","1018809","2024-12-01"
"2024-10-02","10","HELIOS_RN","QQDTT","0.0","10.99","0947-YG-P_OP","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QFPLE4","5.9","15.61","CAL01","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QFPLE4","9.9","15.61","HH101","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QFPLE4","10.1","15.61","HH301","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","0.0","15.61","NTL05","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","0.0","15.61","NTL07","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","0.0","15.61","NTL08","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","1.0","15.61","NTL02","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","1.0","15.61","NTL04","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","1.0","15.61","NTL06","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","2.0","15.61","NTL03","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QPEBSE","2.0","15.61","NTL09","2024-12-01"
"2024-10-02","10","HHGT_KENDAL","QQDTT","1.0","15.61","0957-YG-P_OP","2024-12-01"
"2024-10-02","10","HHOLLW4_WND1","QFPLE4","3.3","15.81","HH401","2024-12-01"
"2024-10-02","10","HLSES_UNIT3","QQDTT","1.0","14.8","0966-YG-P_OP","2024-12-01"
"2024-10-02","10","HLSES_UNIT4","QQDTT","1.0","14.8","0971-YG-P_OP","2024-12-01"
"2024-10-02","10","HLSES_UNIT5","QQDTT","1.0","14.8","0977-YG-P_OP","2024-12-01"
"2024-10-02","10","HOL_ALL","QTENSK","66.5","13.53","RED_TAILED","2024-12-01"
"2024-10-02","10","HOPKNSLR_ALL","QSUE33","0.0","14.85","HPK45567","2024-12-01"
"2024-10-02","10","HORSCR_RN","QMEREL","0.0","17.11","222893139","2024-12-01"
"2024-10-02","10","HORSCR_RN","QQDTT","1.0","17.11","0986-YG-P_OP","2024-12-01"
"2024-10-02","10","HOUSEMTN_RN","QAUROR","6.0","17.26","55dd3af0-c73","2024-12-01"
"2024-10-02","10","HOVEY_GEN","QQDTT","1.0","17.3","0998-YG-P_OP","2024-12-01"
"2024-10-02","10","HOVEY_GEN","QTHORD","4.0","17.3","11","2024-12-01"
"2024-10-02","10","HRFDWIND_ALL","QCORIO","0.0","-1.66","122801","2024-12-01"
"2024-10-02","10","HRFDWIND_ALL","QDARBY","0.0","-1.66","T0036","2024-12-01"
"2024-10-02","10","HRFDWIND_ALL","QGRIEQ","18.0","-1.66","5irn3g","2024-12-01"
"2024-10-02","10","HRZN_SLR_UN1","QCWPE2","3.0","12.86","940qeQzB","2024-12-01"
"2024-10-02","10","HRZN_SLR_UN1","QPEBSE","0.0","12.86","NTL09","2024-12-01"
"2024-10-02","10","HRZN_SLR_UN1","QPEBSE","0.0","12.86","NTL10","2024-12-01"
"2024-10-02","10","HRZN_SLR_UN1","QPEBSE","1.0","12.86","NTL05","2024-12-01"
"2024-10-02","10","HRZN_SLR_UN1","QPEBSE","1.0","12.86","NTL06","2024-12-01"
"2024-10-02","10","HRZN_SLR_UN1","QPEBSE","1.0","12.86","NTL07","2024-12-01"
