"delivery_date","hour_ending","qse","total_self_arranged_as_regup","total_self_arranged_as_regdown","total_self_arranged_as_nonspin","total_self_arranged_as_nspnm","total_self_arranged_as_rrspfr","total_self_arranged_as_rrsffr","total_self_arranged_as_rrsufr","total_self_arranged_as_ecrssd","total_self_arranged_as_ecrsmd","p_posted_date"
"2024-10-02","18","QCPSE","0.0","0.0","85.0",,"25.0","0.0","0.0","25.0",,"2024-12-01"
"2024-10-02","18","QEDE10",,,,,"0.0","0.0","22.1",,,"2024-12-01"
"2024-10-02","18","QEDE12",,,,,"0.0","0.0","8.0",,,"2024-12-01"
"2024-10-02","18","QEDES1",,,,,"0.0","0.0","39.1",,,"2024-12-01"
"2024-10-02","18","QEDES2",,,,,"0.0","0.0","3.2",,,"2024-12-01"
"2024-10-02","18","QEDES5",,,,,"0.0","0.0","15.9",,,"2024-12-01"
"2024-10-02","18","QEDES6",,,,,"0.0","0.0","4.3",,,"2024-12-01"
"2024-10-02","18","QEDES8",,,,,"0.0","0.0","6.8",,,"2024-12-01"
"2024-10-02","18","QEXEL1",,,,,"0.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","18","QFREE1",,,,,"0.0","0.0","3.0",,,"2024-12-01"
"2024-10-02","18","QFRONT",,,,,"0.0","0.0","6.1",,,"2024-12-01"
"2024-10-02","18","QGAR6",,,,,"0.0","0.0","6.2",,,"2024-12-01"
"2024-10-02","18","QGERD",,,,,"0.0","0.0","1.8",,,"2024-12-01"
"2024-10-02","18","QGEXA",,,,,"0.0","0.0","22.6",,,"2024-12-01"
"2024-10-02","18","QGEXA7",,,,,"0.0","0.0","2.5",,,"2024-12-01"
"2024-10-02","18","QJUSL1",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","18","QJUSL2",,,"4.0",,"10.0","0.0","0.0","15.0",,"2024-12-01"
"2024-10-02","18","QJUSL3",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","18","QLCRA","0.0","0.0","0.0",,"-20.0","0.0","17.0","0.0","0.0","2024-12-01"
"2024-10-02","18","QNRGTX",,,,,"0.0","0.0","180.0",,,"2024-12-01"
"2024-10-02","18","QOCSQ1",,,,,"0.0","0.0","4.2",,,"2024-12-01"
"2024-10-02","18","QSEMES",,,"22.0",,"5.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","18","QSHEL9","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","18","QSHELL","0.0","0.0","-61.0","0.0","-53.0","0.0","0.0","-35.0","0.0","2024-12-01"
"2024-10-02","18","QSTEC","0.0","0.0","0.0",,"0.0","0.0","19.7",,,"2024-12-01"
"2024-10-02","18","QSTEC1","0.0","0.0","0.0",,"0.0","0.0","3.8",,,"2024-12-01"
"2024-10-02","18","QSUEZ1",,,"5.0","0.0","10.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","18","QTEN18","2.3","1.2","6.6",,"7.0","0.0","0.0","5.5","0.0","2024-12-01"
"2024-10-02","18","QTENSK",,,,,"0.0","0.0","12.7",,,"2024-12-01"
"2024-10-02","18","QTOTL1","-0.7","-0.4","-2.1",,"-2.2","0.0","0.0","-1.7",,"2024-12-01"
"2024-10-02","19","QAEN","0.0","10.0","98.0",,"20.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","19","QALTRE",,,"26.0",,"15.0","0.0","9.0",,,"2024-12-01"
"2024-10-02","19","QBPEC7","-1.7","-0.7","-4.8",,"-5.2","0.0","0.0","-3.4",,"2024-12-01"
"2024-10-02","19","QBTU",,,,,"0.0","0.0","6.0",,,"2024-12-01"
"2024-10-02","19","QCALP","0.0","0.0","-20.0","0.0","-15.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","19","QCPSE","0.0","0.0","85.0",,"25.0","0.0","0.0","25.0",,"2024-12-01"
"2024-10-02","19","QEDE10",,,,,"0.0","0.0","22.6",,,"2024-12-01"
"2024-10-02","19","QEDE12",,,,,"0.0","0.0","8.2",,,"2024-12-01"
"2024-10-02","19","QEDES1",,,,,"0.0","0.0","40.4",,,"2024-12-01"
"2024-10-02","19","QEDES2",,,,,"0.0","0.0","3.3",,,"2024-12-01"
"2024-10-02","19","QEDES5",,,,,"0.0","0.0","15.4",,,"2024-12-01"
"2024-10-02","19","QEDES6",,,,,"0.0","0.0","4.4",,,"2024-12-01"
"2024-10-02","19","QEDES8",,,,,"0.0","0.0","7.0",,,"2024-12-01"
"2024-10-02","19","QEXEL1",,,,,"0.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","19","QFREE1",,,,,"0.0","0.0","3.0",,,"2024-12-01"
"2024-10-02","19","QFRONT",,,,,"0.0","0.0","6.1",,,"2024-12-01"
"2024-10-02","19","QGAR6",,,,,"0.0","0.0","6.1",,,"2024-12-01"
"2024-10-02","19","QGERD",,,,,"0.0","0.0","2.8",,,"2024-12-01"
"2024-10-02","19","QGEXA",,,,,"0.0","0.0","22.2",,,"2024-12-01"
"2024-10-02","19","QGEXA7",,,,,"0.0","0.0","2.5",,,"2024-12-01"
"2024-10-02","19","QJUSL1",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","19","QJUSL2",,,"4.0",,"10.0","0.0","0.0","15.0",,"2024-12-01"
"2024-10-02","19","QJUSL3",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","19","QLCRA","0.0","0.0","0.0",,"-20.0","0.0","17.0","0.0","0.0","2024-12-01"
"2024-10-02","19","QNRGTX",,,,,"0.0","0.0","180.0",,,"2024-12-01"
"2024-10-02","19","QOCSQ1",,,,,"0.0","0.0","4.4",,,"2024-12-01"
"2024-10-02","19","QSEMES",,,"22.0",,"5.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","19","QSHEL9","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","19","QSHELL","0.0","0.0","-61.0","0.0","-53.0","0.0","0.0","-35.0","0.0","2024-12-01"
"2024-10-02","19","QSTEC","0.0","0.0","0.0",,"0.0","0.0","19.9",,,"2024-12-01"
"2024-10-02","19","QSTEC1","0.0","0.0","0.0",,"0.0","0.0","3.7",,,"2024-12-01"
"2024-10-02","19","QSUEZ1",,,"5.0","0.0","10.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","19","QTEN18","2.5","1.0","7.0",,"7.6","0.0","0.0","5.0","0.0","2024-12-01"
"2024-10-02","19","QTENSK",,,,,"0.0","0.0","13.7",,,"2024-12-01"
"2024-10-02","19","QTOTL1","-0.8","-0.3","-2.2",,"-2.4","0.0","0.0","-1.6",,"2024-12-01"
"2024-10-02","20","QAEN","0.0","10.0","98.0",,"20.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","20","QALTRE",,,"26.0",,"15.0","0.0","9.0",,,"2024-12-01"
"2024-10-02","20","QBPEC7","-0.8","-0.8","-5.1",,"-5.5","0.0","0.0","-3.9",,"2024-12-01"
"2024-10-02","20","QBTU",,,,,"0.0","0.0","6.0",,,"2024-12-01"
"2024-10-02","20","QCALP","0.0","0.0","-20.0","0.0","-15.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","20","QCPSE","0.0","0.0","85.0",,"25.0","0.0","0.0","25.0",,"2024-12-01"
"2024-10-02","20","QEDE10",,,,,"0.0","0.0","23.4",,,"2024-12-01"
"2024-10-02","20","QEDE12",,,,,"0.0","0.0","8.6",,,"2024-12-01"
"2024-10-02","20","QEDES1",,,,,"0.0","0.0","42.5",,,"2024-12-01"
"2024-10-02","20","QEDES2",,,,,"0.0","0.0","3.5",,,"2024-12-01"
"2024-10-02","20","QEDES5",,,,,"0.0","0.0","15.7",,,"2024-12-01"
"2024-10-02","20","QEDES6",,,,,"0.0","0.0","4.6",,,"2024-12-01"
"2024-10-02","20","QEDES8",,,,,"0.0","0.0","7.4",,,"2024-12-01"
"2024-10-02","20","QEXEL1",,,,,"0.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","20","QFREE1",,,,,"0.0","0.0","3.0",,,"2024-12-01"
"2024-10-02","20","QFRONT",,,,,"0.0","0.0","5.9",,,"2024-12-01"
"2024-10-02","20","QGAR6",,,,,"0.0","0.0","6.2",,,"2024-12-01"
"2024-10-02","20","QGERD",,,,,"0.0","0.0","1.2",,,"2024-12-01"
"2024-10-02","20","QGEXA",,,,,"0.0","0.0","22.2",,,"2024-12-01"
"2024-10-02","20","QGEXA7",,,,,"0.0","0.0","2.7",,,"2024-12-01"
"2024-10-02","20","QJUSL1",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","20","QJUSL2",,,"4.0",,"10.0","0.0","0.0","15.0",,"2024-12-01"
"2024-10-02","20","QJUSL3",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","20","QLCRA","0.0","0.0","0.0",,"-20.0","0.0","17.0","0.0","0.0","2024-12-01"
"2024-10-02","20","QNRGTX",,,,,"0.0","0.0","180.0",,,"2024-12-01"
"2024-10-02","20","QOCSQ1",,,,,"0.0","0.0","4.7",,,"2024-12-01"
"2024-10-02","20","QSEMES",,,"22.0",,"5.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","20","QSHEL9","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","20","QSHELL","0.0","0.0","-61.0","0.0","-53.0","0.0","0.0","-35.0","0.0","2024-12-01"
"2024-10-02","20","QSTEC","0.0","0.0","0.0",,"0.0","0.0","20.5",,,"2024-12-01"
"2024-10-02","20","QSTEC1",,"0.0","0.0",,"0.0","0.0","3.6",,,"2024-12-01"
"2024-10-02","20","QSUEZ1",,,"5.0","0.0","10.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","20","QTEN18","1.1","1.2","7.4",,"8.0","0.0","0.0","5.7","0.0","2024-12-01"
"2024-10-02","20","QTENSK",,,,,"0.0","0.0","13.1",,,"2024-12-01"
"2024-10-02","20","QTOTL1","-0.3","-0.4","-2.3",,"-2.5","0.0","0.0","-1.8",,"2024-12-01"
"2024-10-02","21","QAEN","0.0","10.0","98.0",,"20.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","21","QALTRE",,,"26.0",,"15.0","0.0","9.0",,,"2024-12-01"
"2024-10-02","21","QBPEC7","-0.3","-0.8","-5.3",,"-5.7","0.0","0.0","-3.4",,"2024-12-01"
"2024-10-02","21","QBTU",,,,,"0.0","0.0","6.0",,,"2024-12-01"
"2024-10-02","21","QCALP","0.0","0.0","-20.0","0.0","-15.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","21","QCPSE","0.0","0.0","85.0",,"25.0","0.0","0.0","25.0",,"2024-12-01"
"2024-10-02","21","QEDE10",,,,,"0.0","0.0","24.2",,,"2024-12-01"
"2024-10-02","21","QEDE12",,,,,"0.0","0.0","8.7",,,"2024-12-01"
"2024-10-02","21","QEDES1",,,,,"0.0","0.0","44.1",,,"2024-12-01"
"2024-10-02","21","QEDES2",,,,,"0.0","0.0","3.6",,,"2024-12-01"
"2024-10-02","21","QEDES5",,,,,"0.0","0.0","15.7",,,"2024-12-01"
"2024-10-02","21","QEDES6",,,,,"0.0","0.0","5.3",,,"2024-12-01"
"2024-10-02","21","QEDES8",,,,,"0.0","0.0","7.6",,,"2024-12-01"
"2024-10-02","21","QEXEL1",,,,,"0.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","21","QFREE1",,,,,"0.0","0.0","3.0",,,"2024-12-01"
"2024-10-02","21","QFRONT",,,,,"0.0","0.0","5.9",,,"2024-12-01"
"2024-10-02","21","QGAR6",,,,,"0.0","0.0","6.1",,,"2024-12-01"
"2024-10-02","21","QGERD",,,,,"0.0","0.0","2.3",,,"2024-12-01"
"2024-10-02","21","QGEXA",,,,,"0.0","0.0","22.2",,,"2024-12-01"
"2024-10-02","21","QGEXA7",,,,,"0.0","0.0","2.7",,,"2024-12-01"
"2024-10-02","21","QJUSL1",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","21","QJUSL2",,,"4.0",,"10.0","0.0","0.0","15.0",,"2024-12-01"
"2024-10-02","21","QJUSL3",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","21","QLCRA","0.0","0.0","0.0",,"-20.0","0.0","17.0","0.0","0.0","2024-12-01"
"2024-10-02","21","QNRGTX",,,,,"0.0","0.0","180.0",,,"2024-12-01"
"2024-10-02","21","QOCSQ1",,,,,"0.0","0.0","4.9",,,"2024-12-01"
"2024-10-02","21","QSEMES",,,"22.0",,"5.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","21","QSHEL9","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","21","QSHELL","0.0","0.0","-61.0","0.0","-53.0","0.0","0.0","-35.0","0.0","2024-12-01"
"2024-10-02","21","QSTEC","0.0","0.0","0.0",,"0.0","0.0","20.7",,,"2024-12-01"
"2024-10-02","21","QSTEC1",,"0.0","0.0",,"0.0","0.0","3.5",,,"2024-12-01"
"2024-10-02","21","QSUEZ1",,,"5.0","0.0","10.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","21","QTEN18","0.4","1.2","7.7",,"8.3","0.0","0.0","4.9","0.0","2024-12-01"
"2024-10-02","21","QTENSK",,,,,"0.0","0.0","13.1",,,"2024-12-01"
"2024-10-02","21","QTOTL1","-0.1","-0.4","-2.4",,"-2.6","0.0","0.0","-1.5",,"2024-12-01"
"2024-10-02","22","QAEN","0.0","10.0","98.0",,"20.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","22","QALTRE",,,"26.0",,"15.0","0.0","9.0",,,"2024-12-01"
"2024-10-02","22","QBPEC7","-0.4","-0.9","-5.5",,"-6.0","0.0","0.0","-3.3",,"2024-12-01"
"2024-10-02","22","QBTU",,,,,"0.0","0.0","6.0",,,"2024-12-01"
"2024-10-02","22","QCALP","0.0","0.0","-20.0","0.0","-15.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","22","QCPSE","0.0","0.0","85.0",,"25.0","0.0","0.0","25.0",,"2024-12-01"
"2024-10-02","22","QEDE10",,,,,"0.0","0.0","25.0",,,"2024-12-01"
"2024-10-02","22","QEDE12",,,,,"0.0","0.0","8.9",,,"2024-12-01"
"2024-10-02","22","QEDES1",,,,,"0.0","0.0","47.1",,,"2024-12-01"
"2024-10-02","22","QEDES2",,,,,"0.0","0.0","3.8",,,"2024-12-01"
"2024-10-02","22","QEDES5",,,,,"0.0","0.0","15.8",,,"2024-12-01"
"2024-10-02","22","QEDES6",,,,,"0.0","0.0","5.5",,,"2024-12-01"
"2024-10-02","22","QEDES8",,,,,"0.0","0.0","8.0",,,"2024-12-01"
"2024-10-02","22","QEXEL1",,,,,"0.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","22","QFREE1",,,,,"0.0","0.0","3.0",,,"2024-12-01"
"2024-10-02","22","QFRONT",,,,,"0.0","0.0","5.8",,,"2024-12-01"
"2024-10-02","22","QGAR6",,,,,"0.0","0.0","6.0",,,"2024-12-01"
"2024-10-02","22","QGERD",,,,,"0.0","0.0","3.5",,,"2024-12-01"
"2024-10-02","22","QGEXA",,,,,"0.0","0.0","21.8",,,"2024-12-01"
"2024-10-02","22","QGEXA7",,,,,"0.0","0.0","2.8",,,"2024-12-01"
"2024-10-02","22","QJUSL1",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","22","QJUSL2",,,"4.0",,"10.0","0.0","0.0","15.0",,"2024-12-01"
"2024-10-02","22","QJUSL3",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","22","QLCRA","0.0","0.0","0.0",,"-20.0","0.0","17.0","0.0","0.0","2024-12-01"
"2024-10-02","22","QNRGTX",,,,,"0.0","0.0","180.0",,,"2024-12-01"
"2024-10-02","22","QOCSQ1",,,,,"0.0","0.0","5.1",,,"2024-12-01"
"2024-10-02","22","QSEMES",,,"22.0",,"5.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","22","QSHEL9","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","22","QSHELL","0.0","0.0","-61.0","0.0","-53.0","0.0","0.0","-35.0","0.0","2024-12-01"
"2024-10-02","22","QSTEC","0.0","0.0","0.0",,"0.0","0.0","20.8",,,"2024-12-01"
"2024-10-02","22","QSTEC1",,"0.0","0.0",,"0.0","0.0","3.4",,,"2024-12-01"
"2024-10-02","22","QSUEZ1",,,"5.0","0.0","10.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","22","QTEN18","0.6","1.3","8.0",,"8.8","0.0","0.0","4.8","0.0","2024-12-01"
"2024-10-02","22","QTENSK",,,,,"0.0","0.0","13.0",,,"2024-12-01"
"2024-10-02","22","QTOTL1","-0.2","-0.4","-2.5",,"-2.8","0.0","0.0","-1.5",,"2024-12-01"
"2024-10-02","23","QAEN","0.0","10.0","98.0",,"20.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","23","QALTRE",,,"26.0",,"15.0","0.0","8.8",,,"2024-12-01"
"2024-10-02","23","QBPEC7","-0.4","-1.1","-4.9",,"-6.9","0.0","0.0","-3.3",,"2024-12-01"
"2024-10-02","23","QBTU",,,,,"0.0","0.0","7.0",,,"2024-12-01"
"2024-10-02","23","QCALP","0.0","0.0","-20.0","0.0","-15.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","23","QCPSE","0.0","0.0","85.0",,"25.0","0.0","0.0","25.0",,"2024-12-01"
"2024-10-02","23","QEDE10",,,,,"0.0","0.0","30.3",,,"2024-12-01"
"2024-10-02","23","QEDE12",,,,,"0.0","0.0","10.6",,,"2024-12-01"
"2024-10-02","23","QEDES1",,,,,"0.0","0.0","57.5",,,"2024-12-01"
"2024-10-02","23","QEDES2",,,,,"0.0","0.0","4.6",,,"2024-12-01"
"2024-10-02","23","QEDES5",,,,,"0.0","0.0","18.6",,,"2024-12-01"
"2024-10-02","23","QEDES6",,,,,"0.0","0.0","6.9",,,"2024-12-01"
"2024-10-02","23","QEDES8",,,,,"0.0","0.0","9.7",,,"2024-12-01"
"2024-10-02","23","QEXEL1",,,,,"0.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","23","QFREE1",,,,,"0.0","0.0","3.0",,,"2024-12-01"
"2024-10-02","23","QFRONT",,,,,"0.0","0.0","6.3",,,"2024-12-01"
"2024-10-02","23","QGAR6",,,,,"0.0","0.0","6.5",,,"2024-12-01"
"2024-10-02","23","QGERD",,,,,"0.0","0.0","3.3",,,"2024-12-01"
"2024-10-02","23","QGEXA",,,,,"0.0","0.0","24.3",,,"2024-12-01"
"2024-10-02","23","QGEXA7",,,,,"0.0","0.0","3.6",,,"2024-12-01"
"2024-10-02","23","QJUSL1",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","23","QJUSL2",,,"4.0",,"10.0","0.0","0.0","15.0",,"2024-12-01"
"2024-10-02","23","QJUSL3",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","23","QLCRA","0.0","0.0","0.0",,"-20.0","0.0","17.0","0.0","0.0","2024-12-01"
"2024-10-02","23","QNRGTX",,,,,"0.0","0.0","180.0",,,"2024-12-01"
"2024-10-02","23","QOCSQ1",,,,,"0.0","0.0","6.2",,,"2024-12-01"
"2024-10-02","23","QSEMES",,,"22.0",,"5.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","23","QSHEL9","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","23","QSHELL","0.0","0.0","-61.0","0.0","-53.0","0.0","0.0","-35.0","0.0","2024-12-01"
"2024-10-02","23","QSTEC","0.0","0.0","0.0",,"0.0","0.0","24.1",,,"2024-12-01"
"2024-10-02","23","QSTEC1",,"0.0","0.0",,"0.0","0.0","3.8",,,"2024-12-01"
"2024-10-02","23","QSUEZ1",,,"5.0","0.0","10.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","23","QTEN18","0.5","1.6","7.2",,"10.1","0.0","0.0","4.8","0.0","2024-12-01"
"2024-10-02","23","QTENSK",,,,,"0.0","0.0","15.3",,,"2024-12-01"
"2024-10-02","23","QTOTL1","-0.1","-0.5","-2.3",,"-3.2","0.0","0.0","-1.5",,"2024-12-01"
"2024-10-02","24","QAEN","0.0","10.0","98.0",,"20.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","24","QALTRE",,,"26.0",,"15.0","0.0","8.8",,,"2024-12-01"
"2024-10-02","24","QBPEC7","-0.4","-1.1","-5.3",,"-7.4","0.0","0.0","-3.3",,"2024-12-01"
"2024-10-02","24","QBTU",,,,,"0.0","0.0","7.0",,,"2024-12-01"
"2024-10-02","24","QCALP","0.0","0.0","-20.0","0.0","-15.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","24","QCPSE","0.0","0.0","85.0",,"25.0","0.0","0.0","25.0",,"2024-12-01"
"2024-10-02","24","QEDE10",,,,,"0.0","0.0","32.4",,,"2024-12-01"
"2024-10-02","24","QEDE12",,,,,"0.0","0.0","11.2",,,"2024-12-01"
"2024-10-02","24","QEDES1",,,,,"0.0","0.0","62.4",,,"2024-12-01"
"2024-10-02","24","QEDES2",,,,,"0.0","0.0","4.9",,,"2024-12-01"
"2024-10-02","24","QEDES5",,,,,"0.0","0.0","19.2",,,"2024-12-01"
"2024-10-02","24","QEDES6",,,,,"0.0","0.0","7.2",,,"2024-12-01"
"2024-10-02","24","QEDES8",,,,,"0.0","0.0","10.4",,,"2024-12-01"
"2024-10-02","24","QEXEL1",,,,,"0.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","24","QFREE1",,,,,"0.0","0.0","3.0",,,"2024-12-01"
"2024-10-02","24","QFRONT",,,,,"0.0","0.0","5.8",,,"2024-12-01"
"2024-10-02","24","QGAR6",,,,,"0.0","0.0","6.3",,,"2024-12-01"
"2024-10-02","24","QGERD",,,,,"0.0","0.0","4.3",,,"2024-12-01"
"2024-10-02","24","QGEXA",,,,,"0.0","0.0","23.2",,,"2024-12-01"
"2024-10-02","24","QGEXA7",,,,,"0.0","0.0","3.8",,,"2024-12-01"
"2024-10-02","24","QJUSL1",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","24","QJUSL2",,,"4.0",,"10.0","0.0","0.0","15.0",,"2024-12-01"
"2024-10-02","24","QJUSL3",,,"3.0",,"10.0","0.0","0.0","10.0",,"2024-12-01"
"2024-10-02","24","QLCRA","0.0","0.0","0.0",,"-20.0","0.0","17.0","0.0","0.0","2024-12-01"
"2024-10-02","24","QNRGTX",,,,,"0.0","0.0","180.0",,,"2024-12-01"
"2024-10-02","24","QOCSQ1",,,,,"0.0","0.0","6.7",,,"2024-12-01"
"2024-10-02","24","QSEMES",,,"22.0",,"5.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","24","QSHEL9","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","2024-12-01"
"2024-10-02","24","QSHELL","0.0","0.0","-61.0","0.0","-53.0","0.0","0.0","-35.0","0.0","2024-12-01"
"2024-10-02","24","QSTEC","0.0","0.0","0.0",,"0.0","0.0","24.6",,,"2024-12-01"
"2024-10-02","24","QSTEC1",,,"0.0",,"0.0","0.0","3.6",,,"2024-12-01"
"2024-10-02","24","QSUEZ1",,,"5.0","0.0","10.0","0.0","0.0",,,"2024-12-01"
"2024-10-02","24","QTEN18","0.6","1.6","7.7",,"10.8","0.0","0.0","4.8","0.0","2024-12-01"
"2024-10-02","24","QTENSK",,,,,"0.0","0.0","16.0",,,"2024-12-01"
"2024-10-02","24","QTOTL1","-0.2","-0.5","-2.4",,"-3.4","0.0","0.0","-1.5",,"2024-12-01"
